土地位置建物門牌,總價元,單價元平方公尺,車位移轉總面積平方公尺,車位總價元,countycode,鄉鎮市區,交易標的,緯度,經度,村里,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,count_floor,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,車位類別,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,date,.id,t_mean_24h_idw,t_min_idw,t_max_idw,daily_rain_idw,aqi_idw,towncode,MASTER_UP_rate,BACHELOR_UP_rate,Sex_ratio,popdense,Dependency_ratio,Old_ratio,count_anc_500m,count_clean_500m,count_cor_500m,count_cos_500m,count_uni_500m,count_fire_500m,count_gas_500m,count_inc_500m,count_lpg_500m,count_mall_500m,count_mart_500m,count_med_500m,count_nuc_500m,count_phar_500m,count_poli_500m,count_post_500m,count_simpmart_500m,count_temp_500m,count_died_500m,count_shop_500m,geometry,nearest_mrt_name,dist_to_mrt_meter,dist_to_rail_meter,dist_to_thsr_meter,house_age,time_index
臺北市萬華區青年路３０巷１０號,18200000.0,173780.0,0.0,0.0,63000,萬華區,房地(土地+建物),25.0259390031108,121.504004980207,新和里,22.05,住,,,1120722,土地1建物1車位0,十一層,11,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,760316,104.73,3,2,2,有,有,,陽台外推；,RPWQMLLLQHIGFBA38DA,70.63,0.0,10.72,有,,2023-07-22,1249,29.3906687579349,27.3911589811926,33.9332744650822,19.3643607158477,31.2662942917868,63000070014,0.133602113165578,0.502293896844154,89.13,71294.73,53.1510568056717,39.4803180066938,0,0,0,0,0,0,1,0,0,0,34,42,0,16,1,1,3,2,0,37,"c(121.504004980207, 25.0259390031108)",臺北捷運龍山寺站_BL10,1189.13305568075,904.221367594748,2740.32338533462,36,3
臺北市萬華區青年路３０巷２號,24400000.0,183445.0,0.0,0.0,63000,萬華區,房地(土地+建物),25.0261249975423,121.504528010965,新和里,28.35,住,,,1120715,土地1建物1車位0,五層,5,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,760316,133.01,3,2,2,有,有,,,RPXNMLOJQHIGFBA28DA,89.68,0.0,14.34,有,,2023-07-15,1250,31.8820841547414,29.5767859318587,34.9572621023143,0.0,16.474020198615,63000070014,0.133602113165578,0.502293896844154,89.13,71294.73,53.1510568056717,39.4803180066938,0,0,0,0,0,0,1,0,0,0,34,41,0,16,0,1,2,0,0,36,"c(121.504528010965, 25.0261249975423)",臺北捷運龍山寺站_BL10,1191.88365091226,908.914275455578,2697.24703467382,36,3
臺北市萬華區青年路８號,20400000.0,181543.0,0.0,0.0,63000,萬華區,房地(土地+建物),25.026136019745,121.506204978333,新和里,23.85,住,,,1120722,土地1建物1車位0,三層,3,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,760316,112.37,3,2,2,有,有,,,RPPNMLLMPHIGFBA37DA,76.9,0.0,10.22,有,,2023-07-22,1251,29.3483524254299,27.3541837221308,33.9187352968568,18.9624116081754,31.354470094088,63000070014,0.133602113165578,0.502293896844154,89.13,71294.73,53.1510568056717,39.4803180066938,0,0,0,0,0,0,0,0,0,0,22,32,0,13,0,1,2,0,0,24,"c(121.506204978333, 25.026136019745)",臺北捷運龍山寺站_BL10,1272.81408665379,998.271283169484,2621.55016309381,36,3
臺北市中山區中原街２２號七樓之１５,7000000.0,183390.0,0.0,0.0,63000,中山區,房地(土地+建物),25.0567399827096,121.528779958155,中原里,6.16,住,,,1120319,土地1建物1車位0,七層,7,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660625,38.17,1,2,1,有,有,,陽台外推；,RPSNMLQLMHIGFCA87DA,28.22,0.0,2.38,有,1287.0,2023-03-19,9,20.0349523681874,17.9972116044029,22.0622589700006,0.0,39.3332862612801,63000040031,0.157149383280037,0.532663316582915,86.14,28854.38,56.066411220923904,40.1660280842382,0,0,0,0,0,0,1,0,0,1,67,52,0,12,2,1,0,3,0,67,"c(121.528779958155, 25.0567399827096)",臺北捷運行天宮站_O09,593.142799574286,1668.05078240221,1557.54512138609,46,2
臺北市中山區中原街２２號三樓之１０,5020000.0,156924.0,0.0,0.0,63000,中山區,房地(土地+建物),25.0567399827096,121.528779958155,中原里,5.39,住,,,1120315,土地1建物1車位0,三層,3,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660625,31.99,1,1,1,有,有,,,RPPNMLTLMHIGFCA87DA,23.56,0.0,2.92,有,,2023-03-15,10,20.5612530639563,16.499684191282,25.6395081710575,0.0,53.077430412761,63000040031,0.157149383280037,0.532663316582915,86.14,28854.38,56.066411220923904,40.1660280842382,0,0,0,0,0,0,1,0,0,1,67,52,0,12,2,1,0,3,0,67,"c(121.528779958155, 25.0567399827096)",臺北捷運行天宮站_O09,593.142799574286,1668.05078240221,1557.54512138609,46,2
臺北市中山區中原街２２號三樓之１１,6800000.0,196987.0,0.0,0.0,63000,中山區,房地(土地+建物),25.0567399827096,121.528779958155,中原里,5.69,住,,,1120216,土地1建物1車位0,三層,3,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660625,34.52,0,0,0,無,有,,,RPQOMLKLKHIGFCA96DA,25.28,0.0,3.32,有,,2023-02-16,11,15.7183814486698,13.5025868559623,17.9489216109194,0.0,37.2839236741796,63000040031,0.157149383280037,0.532663316582915,86.14,28854.38,56.066411220923904,40.1660280842382,0,0,0,0,0,0,1,0,0,1,67,52,0,12,2,1,0,3,0,67,"c(121.528779958155, 25.0567399827096)",臺北捷運行天宮站_O09,593.142799574286,1668.05078240221,1557.54512138609,46,2
臺北市中山區中原街２２號五樓之１３,4280000.0,189885.0,0.0,0.0,63000,中山區,房地(土地+建物),25.0567399827096,121.528779958155,中原里,3.69,住,,,1120320,土地1建物1車位0,五層,5,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660625,22.54,1,1,1,有,有,,,RPPOMLKMLHIGFCA07DA,16.3,0.0,2.38,有,,2023-03-20,12,21.1735277039877,18.9420950270198,25.5667002375727,0.0,63.6800995589786,63000040031,0.157149383280037,0.532663316582915,86.14,28854.38,56.066411220923904,40.1660280842382,0,0,0,0,0,0,1,0,0,1,67,52,0,12,2,1,0,3,0,67,"c(121.528779958155, 25.0567399827096)",臺北捷運行天宮站_O09,593.142799574286,1668.05078240221,1557.54512138609,46,2
臺北市中山區中原街２２號四樓之６,5343000.0,196723.0,0.0,0.0,63000,中山區,房地(土地+建物),25.0567399827096,121.528779958155,中原里,4.31,住,,,1120212,土地1建物1車位0,四層,4,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660625,27.16,1,1,1,有,有,,陽台外推；,RPXNMLNKLHIGFCA87DA,19.1,0.0,3.52,有,,2023-02-12,13,20.8107910993892,17.3460189462391,26.635154174037,0.0,66.955413083472,63000040031,0.157149383280037,0.532663316582915,86.14,28854.38,56.066411220923904,40.1660280842382,0,0,0,0,0,0,1,0,0,1,67,52,0,12,2,1,0,3,0,67,"c(121.528779958155, 25.0567399827096)",臺北捷運行天宮站_O09,593.142799574286,1668.05078240221,1557.54512138609,46,2
臺北市中山區中原街４６之１號四樓,15580000.0,290979.0,10.85,2000000.0,63000,中山區,房地(土地+建物)+車位,25.0576300150983,121.528809965369,中原里,9.74,商,,,1120225,土地2建物1車位1,四層,4,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070925,57.52,3,1,1,有,有,塔式車位,塔式車位位於地下二層。夾層；其他增建；,RPVOMLSLLHIGFCA38DA,28.22,3.43,0.0,有,1743.0,2023-02-25,14,14.1183629096326,13.3590652641212,14.8590652641212,0.0,59.653357410893,63000040031,0.157149383280037,0.532663316582915,86.14,28854.38,56.066411220923904,40.1660280842382,0,0,0,0,0,0,1,0,0,0,70,61,0,12,1,1,0,3,0,70,"c(121.528809965369, 25.0576300150983)",臺北捷運行天宮站_O09,527.268319294108,1732.46037657416,1625.10320467929,5,2
臺北市中山區中原街４６號三樓,15280000.0,258457.0,10.85,0.0,63000,中山區,房地(土地+建物)+車位,25.0576599804022,121.52867996205,中原里,10.09,商,,,1120227,土地2建物1車位1,三層,3,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070925,59.12,3,1,1,有,有,塔式車位,塔式車位無固定樓層。夾層；其他增建；,RPSOMLOKLHIGFCA57DA,25.83,6.91,0.0,有,1660.0,2023-02-27,15,17.1857610433251,14.1832024216244,19.8142498744437,0.0,34.3958355798959,63000040031,0.157149383280037,0.532663316582915,86.14,28854.38,56.066411220923904,40.1660280842382,0,0,0,0,0,0,1,0,0,0,70,63,0,12,1,1,0,3,0,70,"c(121.52867996205, 25.0576599804022)",臺北捷運行天宮站_O09,535.981551547037,1724.63046443453,1617.76457676272,5,2
臺北市中山區中山北路一段１０５巷１２號八樓,25000000.0,244547.0,17.02,0.0,63000,中山區,房地(土地+建物)+車位,25.0505799963374,121.523649981955,正得里,11.5,商,,,1120403,土地1建物1車位1,八層,8,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060110,102.23,1,2,1,有,有,升降機械,,RPSOMLOKMHIGFCA67DA,46.12,2.24,7.55,有,,2023-04-03,18,22.8141361511875,19.3337869692452,27.0015625402811,0.0,45.941121615623,63000040003,0.151625645700395,0.554542692190823,77.41,24546.39,49.9791057041458,36.147095680674,0,0,0,0,0,2,0,0,0,3,57,55,0,6,2,2,0,1,0,57,"c(121.523649981955, 25.0505799963374)",臺北捷運中山站_G14_R11,504.00524009603294,870.077310298258,745.863966603396,6,2
臺北市中山區中山北路一段１２１巷３３號十一樓之３,25000000.0,255728.0,0.0,0.0,63000,中山區,房地(土地+建物),25.0509200082398,121.524720015714,正得里,10.38,商,,,1120325,土地1建物1車位0,十一層,11,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000128,97.76,2,2,1,有,有,,,RPOOMLSKMHIGFCA67DA,54.01,5.86,6.52,有,1288.0,2023-03-25,19,19.6904406120047,17.2525213785696,22.8580034464576,14.502346795817,40.194194579966,63000040003,0.151625645700395,0.554542692190823,77.41,24546.39,49.9791057041458,36.147095680674,1,0,0,0,0,0,0,0,0,3,63,61,0,5,2,1,0,1,0,63,"c(121.524720015714, 25.0509200082398)",臺北捷運中山站_G14_R11,582.295556428447,984.217583432225,859.599748408877,12,2
臺北市中山區中山北路一段１２１巷３３號十三樓之１,17250000.0,249494.0,0.0,0.0,63000,中山區,房地(土地+建物),25.0509200082398,121.524720015714,正得里,7.3,商,,,1120418,土地1建物1車位0,十三層,13,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000128,69.14,1,1,1,有,有,,,RPRNMLRKNHIGFCA97EA,40.56,1.36,4.97,有,550.0,2023-04-18,20,26.2231348944448,22.7242086698786,31.0769893377482,0.0,65.018927334443,63000040003,0.151625645700395,0.554542692190823,77.41,24546.39,49.9791057041458,36.147095680674,1,0,0,0,0,0,0,0,0,3,63,61,0,5,2,1,0,1,0,63,"c(121.524720015714, 25.0509200082398)",臺北捷運中山站_G14_R11,582.295556428447,984.217583432225,859.599748408877,12,2
臺北市中山區中山北路一段１３５巷２６號二樓之１,10750000.0,211698.0,0.0,0.0,63000,中山區,房地(土地+建物),25.0513399834984,121.524019959161,正得里,10.57,商,,,1120315,土地1建物1車位0,二層,2,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000819,50.78,1,1,1,有,有,,,RPVOMLLLLHIGFCA67DA,24.5,0.89,5.2,有,865.0,2023-03-15,21,20.6047424843342,16.4298489827382,25.6925087652615,0.0,55.2987812389904,63000040003,0.151625645700395,0.554542692190823,77.41,24546.39,49.9791057041458,36.147095680674,0,0,0,0,0,0,0,0,0,3,63,59,0,6,2,1,0,1,0,63,"c(121.524019959161, 25.0513399834984)",臺北捷運中山站_G14_R11,499.235341004595,939.349850454509,818.094405918705,12,2
臺北市中山區中山北路一段１４０巷１０號三樓,21700000.0,200221.0,0.0,0.0,63000,中山區,房地(土地+建物),25.0514300051385,121.521340013259,民安里,35.25,商,,,1120222,土地3建物2車位0,三層，陽臺,3,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,631216,108.38,2,2,2,有,無,,陽台外推；其他增建；,RPPPMLMLLHIGFCA27DA,106.22,0.0,2.16,無,,2023-02-22,22,16.3155992102081,13.3409377126612,18.4224777913649,0.68292247986938,36.7365069031839,63000040004,0.147832817337461,0.531475748194014,88.09,18874.17,59.3226646597236,42.6870115211436,0,0,0,0,0,3,0,0,0,2,59,69,0,7,3,1,0,2,0,59,"c(121.521340013259, 25.0514300051385)",臺北捷運中山站_G14_R11,260.335335783604,714.428595340157,605.514307819277,49,2
臺北市中山區中山北路一段５３巷２０號三樓之１１,6680000.0,119392.0,0.0,0.0,63000,中山區,房地(土地+建物),25.0489200023231,121.522880020329,正得里,8.25,商,,,1120311,土地1建物1車位0,三層,3,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660301,55.95,1,0,1,有,有,,,RPTNMLQJMHIGFCA77DA,41.78,0.0,2.63,有,,2023-03-11,23,22.9203327468992,19.7025915377575,27.1731986355509,0.0,45.3450292284123,63000040003,0.151625645700395,0.554542692190823,77.41,24546.39,49.9791057041458,36.147095680674,0,0,0,0,0,2,1,0,0,2,57,52,0,6,2,4,0,2,0,57,"c(121.522880020329, 25.0489200023231)",臺北捷運善導寺站_BL13,477.767979384253,740.128573209776,610.830827292586,46,2
臺北市中山區中山北路一段６６號八樓,32880000.0,230204.0,0.0,0.0,63000,中山區,房地(土地+建物),25.0486400048475,121.520780018308,民安里,13.95,都市：其他:地區商業用地(台北車站特定專用區)。,,,1120317,土地1建物1車位0,八層,8,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,750905,142.83,3,2,2,有,有,,,RPRNMLRLMHIGFCA97EA,123.31,0.0,13.76,有,1279.0,2023-03-17,25,22.1886762571145,19.2808197833864,25.3047228487434,0.0,67.4851745296789,63000040004,0.147832817337461,0.531475748194014,88.09,18874.17,59.3226646597236,42.6870115211436,1,0,0,0,0,2,1,0,0,4,45,56,0,5,2,5,0,1,0,45,"c(121.520780018308, 25.0486400048475)",臺北捷運中山站_G14_R11,502.06121282193,526.617894500424,397.817645728783,37,2
臺北市中山區中山北路一段８３巷２０號六樓之４,6200000.0,147654.0,0.0,0.0,63000,中山區,房地(土地+建物),25.0499899941729,121.523679989168,正得里,7.95,商,,,1120423,土地1建物1車位0,六層,6,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850613,41.99,1,1,1,有,有,,其他增建；,RPPPMLPKNHIGFCA67DA,23.24,0.0,3.55,有,,2023-04-23,26,22.4718748047056,20.70541550718,24.9922100676515,0.0,88.0000839693835,63000040003,0.151625645700395,0.554542692190823,77.41,24546.39,49.9791057041458,36.147095680674,0,0,0,0,0,2,1,0,0,3,52,57,0,6,2,2,0,1,0,52,"c(121.523679989168, 25.0499899941729)",臺北捷運中山站_G14_R11,543.988218992569,849.645179524503,722.868237769529,27,2
臺北市中山區中山北路一段８３巷２０號六樓之５,5880000.0,148223.0,0.0,0.0,63000,中山區,房地(土地+建物),25.0499899941729,121.523679989168,正得里,7.49,商,,,1120423,土地1建物1車位0,六層,6,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850613,39.67,1,1,1,有,有,,其他增建；,RPRPMLPKNHIGFCA87DA,21.92,0.0,3.34,有,,2023-04-23,27,22.4718748047056,20.70541550718,24.9922100676515,0.0,88.0000839693835,63000040003,0.151625645700395,0.554542692190823,77.41,24546.39,49.9791057041458,36.147095680674,0,0,0,0,0,2,1,0,0,3,52,57,0,6,2,2,0,1,0,52,"c(121.523679989168, 25.0499899941729)",臺北捷運中山站_G14_R11,543.988218992569,849.645179524503,722.868237769529,27,2
臺北市中山區中山北路一段８３巷２２號四樓,7200000.0,165670.0,0.0,0.0,63000,中山區,房地(土地+建物),25.0499899941729,121.523849974165,正得里,8.61,商,,,1120414,土地1建物1車位0,四層,4,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,760609,43.46,1,1,1,有,有,,,RPPPMLTKNHIGFCA08DA,31.47,0.64,2.85,有,,2023-04-14,28,25.3278461223134,22.6793873771958,29.6089747549613,0.0,112.902982375191,63000040003,0.151625645700395,0.554542692190823,77.41,24546.39,49.9791057041458,36.147095680674,1,0,0,0,0,2,1,0,0,3,52,57,0,6,2,2,0,1,0,52,"c(121.523849974165, 25.0499899941729)",臺北捷運中山站_G14_R11,557.639943543327,865.902748644491,738.925069849095,36,2
臺北市中山區中山北路一段８４號十三樓之２,11580000.0,259641.0,0.0,0.0,63000,中山區,房地(土地+建物),25.0491899834244,121.521059973874,民安里,3.96,商,,,1120227,土地1建物1車位0,十三層,13,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980327,44.6,1,1,1,有,有,,夾層；其他增建；,RPUOMLLLLHIGFCA57DA,24.55,3.15,0.0,有,1781.0,2023-02-27,30,17.2744996659032,14.257579860286,19.9104420506004,0.0,35.9271732451113,63000040004,0.147832817337461,0.531475748194014,88.09,18874.17,59.3226646597236,42.6870115211436,0,0,0,0,0,2,1,0,0,4,52,63,0,7,2,5,0,1,0,52,"c(121.521059973874, 25.0491899834244)",臺北捷運中山站_G14_R11,453.30609297033504,570.825355980776,444.407886479787,14,2
臺北市中山區中山北路一段８４號十二樓之６,11360000.0,231600.0,0.0,0.0,63000,中山區,房地(土地+建物)+車位,25.0491899834244,121.521059973874,民安里,3.76,商,,,1120302,土地1建物1車位1,十二層,12,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980327,49.04,1,1,1,有,有,塔式車位,陽台外推；夾層；其他增建；,RPQOMLLLLHIGFCA17DA,19.87,1.27,3.85,有,974.0,2023-03-02,31,16.5871144256268,15.1698117799811,18.2066849257387,0.0,87.4817922930772,63000040004,0.147832817337461,0.531475748194014,88.09,18874.17,59.3226646597236,42.6870115211436,0,0,0,0,0,2,1,0,0,4,52,63,0,7,2,5,0,1,0,52,"c(121.521059973874, 25.0491899834244)",臺北捷運中山站_G14_R11,453.30609297033504,570.825355980776,444.407886479787,14,2
臺北市中山區中山北路一段９２號九樓之２,23000000.0,138329.0,0.0,0.0,63000,中山區,房地(土地+建物),25.0493400194912,121.521129962765,民安里,17.58,商,,,1120318,土地1建物1車位0,九層,9,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,770401,166.28,3,2,2,有,有,,親友交易1075建號持分全部係主建物1082建號持分381/10000係停車位等公設，但本大樓未使用親友、員工、共有人或其他特殊關係間之交易；,RPVNMLPLMHIGFCA18EA,112.51,0.0,24.04,有,,2023-03-18,32,18.3949277432885,17.6065332005474,19.3170071349548,0.0,48.59937312256,63000040004,0.147832817337461,0.531475748194014,88.09,18874.17,59.3226646597236,42.6870115211436,0,0,0,0,0,2,1,0,0,4,54,63,0,7,2,4,0,1,0,54,"c(121.521129962765, 25.0493400194912)",臺北捷運中山站_G14_R11,440.593287040601,583.041161099012,457.415898539969,35,2
臺北市中山區中山北路一段９６巷２４號二樓,7000000.0,115283.0,0.0,0.0,63000,中山區,房地(土地+建物),25.0496400078059,121.520499978923,民安里,17.25,商,,,1120208,土地1建物1車位0,二層,2,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650617,60.72,2,1,1,有,無,,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLQLLHIGFCA57DA,59.38,0.0,1.34,無,,2023-02-08,33,19.3888756148741,17.7115955615044,21.0335890254555,0.0,32.8585488070804,63000040004,0.147832817337461,0.531475748194014,88.09,18874.17,59.3226646597236,42.6870115211436,0,0,0,0,0,2,0,0,0,4,53,67,0,7,3,4,0,2,0,53,"c(121.520499978923, 25.0496400078058)",臺北捷運中山站_G14_R11,387.80140924419294,537.495840190561,416.510623624106,47,2
臺北市中山區中山北路三段２５號四樓之２,18400000.0,203091.0,0.0,0.0,63000,中山區,房地(土地+建物),25.065020003852,121.522460003161,晴光里,6.91,商,,,1120225,土地2建物1車位0,四層,4,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,670121,90.6,3,2,2,有,有,,,RPQOMLKLLHIGFCA07DA,62.93,0.0,10.39,有,,2023-02-25,35,14.2437921189853,13.4765450910116,14.9765450910116,0.0,60.3758733261451,63000040011,0.143032034278719,0.515405019383799,74.75,48860.99,47.0960638461062,33.2232314799826,1,0,0,0,1,0,0,0,0,0,47,49,0,11,0,3,0,4,0,47,"c(121.522460003161, 25.065020003852)",臺北捷運民權西路站_O11_R13,404.289554871472,2054.46330377917,1999.64445830504,45,2
臺北市中山區中山北路二段１１５巷３８號二樓,15300000.0,177104.0,0.0,0.0,63000,中山區,房地(土地+建物),25.0607800181307,121.525010029564,聚葉里,30.53,商,,,1120219,土地1建物1車位0,二層,2,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620903,86.39,2,2,1,有,無,,陽台外推；,RPRPMLLJJIHGFCA07EA,75.8,0.0,10.59,無,,2023-02-19,38,17.150704805655,15.523110717094,21.4041858377134,0.0,74.1200802377505,63000040009,0.121778532993486,0.491645426224865,80.44,30053.81,47.5247524571498,34.2345772908475,0,0,0,0,0,0,0,0,0,0,71,79,0,10,1,3,0,4,0,71,"c(121.525010029564, 25.0607800181307)",臺北捷運中山國小站_O10,282.638208575063,1742.89081167794,1662.69209299551,50,2
臺北市中山區中山北路二段１１８號十二樓之１,23320000.0,266484.0,0.0,0.0,63000,中山區,房地(土地+建物)+車位,25.061069990071,121.522729984262,集英里,7.21,商,,,1120522,土地2建物1車位1,十二層,12,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080227,87.51,2,1,1,有,有,其他,,RPUNMLPJOHIGFCA08EA,38.03,2.96,3.12,有,219.0,2023-05-22,39,27.7679347480485,20.6078502757089,34.1354440133801,59.9056009700707,37.5643332160144,63000040008,0.129278830176138,0.514955134596211,80.95,20005.56,54.2025148788435,32.8480035224249,0,0,0,0,0,0,0,0,0,0,75,83,0,10,0,2,0,7,0,75,"c(121.522729984262, 25.061069990071)",臺北捷運民權西路站_O11_R13,369.498010078514,1659.5449467949,1593.48009060469,4,2
臺北市中山區中山北路二段２０巷１９號三樓,14600000.0,178878.0,0.0,0.0,63000,中山區,房地(土地+建物),25.053649994104,121.520999959447,民安里,20.0,商,,,1120317,土地1建物1車位0,三層,3,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660923,81.62,2,1,2,有,無,,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPUNMLLLMHIGFCA67EA,71.7,0.0,9.92,無,,2023-03-17,43,22.1305329900326,19.2849966198336,25.034281146747,0.0,67.0935968329695,63000040004,0.147832817337461,0.531475748194014,88.09,18874.17,59.3226646597236,42.6870115211436,0,0,0,0,0,1,0,0,0,3,74,85,0,10,4,1,0,3,0,74,"c(121.520999959447, 25.053649994104)",臺北捷運中山站_G14_R11,174.920830370296,863.676700412899,776.499603383667,46,2
